,age,total_2022,male_2022,female_2022,total_2023,male_2023,female_2023,total_2024,male_2024,female_2024,total_2025,male_2025,female_2025,total_2026,male_2026,female_2026,total_2027,male_2027,female_2027,total_2028,male_2028,female_2028,total_2029,male_2029,female_2029,total_2030,male_2030,female_2030
65,65.0,5691.0,2339.0,3352.0,5881.0,2444.0,3437.0,6036.0,2539.0,3497.0,6078.0,2615.0,3463.0,6275.0,2669.0,3606.0,6087.0,2705.0,3382.0,5969.0,2658.0,3311.0,5853.0,2715.0,3138.0,5551.0,2587.0,2964.0
66,66.0,5666.0,2234.0,3432.0,5678.0,2331.0,3347.0,5879.0,2442.0,3437.0,6044.0,2542.0,3502.0,6090.0,2619.0,3471.0,6295.0,2679.0,3616.0,6103.0,2711.0,3392.0,5983.0,2662.0,3321.0,5868.0,2718.0,3150.0
67,67.0,6007.0,2458.0,3549.0,5646.0,2224.0,3422.0,5666.0,2323.0,3343.0,5878.0,2440.0,3438.0,6048.0,2543.0,3505.0,6098.0,2620.0,3478.0,6312.0,2687.0,3625.0,6116.0,2714.0,3402.0,5995.0,2665.0,3330.0
68,68.0,5392.0,2074.0,3318.0,5963.0,2432.0,3531.0,5627.0,2213.0,3414.0,5656.0,2315.0,3341.0,5872.0,2435.0,3437.0,6047.0,2540.0,3507.0,6102.0,2619.0,3483.0,6325.0,2691.0,3634.0,6127.0,2715.0,3412.0
69,69.0,5455.0,2114.0,3341.0,5345.0,2049.0,3296.0,5921.0,2406.0,3515.0,5608.0,2202.0,3406.0,5641.0,2303.0,3338.0,5863.0,2427.0,3436.0,6042.0,2532.0,3510.0,6101.0,2613.0,3488.0,6333.0,2691.0,3642.0
70,70.0,5093.0,1955.0,3138.0,5397.0,2083.0,3314.0,5300.0,2026.0,3274.0,5883.0,2381.0,3502.0,5586.0,2187.0,3399.0,5623.0,2290.0,3333.0,5850.0,2415.0,3435.0,6033.0,2522.0,3511.0,6098.0,2605.0,3493.0
71,71.0,4912.0,1831.0,3081.0,5033.0,1923.0,3110.0,5342.0,2053.0,3289.0,5258.0,2002.0,3256.0,5839.0,2352.0,3487.0,5560.0,2170.0,3390.0,5601.0,2272.0,3329.0,5832.0,2399.0,3433.0,6022.0,2510.0,3512.0
72,72.0,5142.0,1867.0,3275.0,4847.0,1799.0,3048.0,4976.0,1892.0,3084.0,5287.0,2021.0,3266.0,5212.0,1975.0,3237.0,5790.0,2319.0,3471.0,5531.0,2150.0,3381.0,5574.0,2251.0,3323.0,5811.0,2381.0,3430.0
73,73.0,4137.0,1463.0,2674.0,5059.0,1828.0,3231.0,4785.0,1767.0,3018.0,4918.0,1859.0,3059.0,5227.0,1986.0,3241.0,5158.0,1944.0,3214.0,5733.0,2280.0,3453.0,5493.0,2124.0,3369.0,5542.0,2225.0,3317.0
74,74.0,4001.0,1431.0,2570.0,4058.0,1427.0,2631.0,4975.0,1787.0,3188.0,4720.0,1731.0,2989.0,4854.0,1822.0,3032.0,5160.0,1946.0,3214.0,5098.0,1908.0,3190.0,5672.0,2238.0,3434.0,5452.0,2095.0,3357.0
75,75.0,3501.0,1245.0,2256.0,3909.0,1388.0,2521.0,3979.0,1390.0,2589.0,4890.0,1744.0,3146.0,4648.0,1692.0,2956.0,4780.0,1779.0,3001.0,5083.0,1900.0,3183.0,5030.0,1867.0,3163.0,5603.0,2191.0,3412.0
76,76.0,2038.0,669.0,1369.0,3399.0,1197.0,2202.0,3812.0,1341.0,2471.0,3895.0,1349.0,2546.0,4792.0,1694.0,3098.0,4565.0,1646.0,2919.0,4698.0,1731.0,2967.0,4997.0,1848.0,3149.0,4955.0,1821.0,3134.0
